Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
R 寄存器.Double116,R1060,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double117,R1064,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double118,R1068,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double119,R1072,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double120,R1076,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double121,R1080,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double122,R1084,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double123,R1088,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double124,R1092,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double125,R1096,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double126,R1100,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double127,R1104,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double128,R1108,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double129,R1112,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double130,R1116,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double131,R1120,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double132,R1124,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double133,R1128,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double134,R1132,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double135,R1136,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double136,R1140,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double137,R1144,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double138,R1148,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double139,R1152,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double140,R1156,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double141,R1160,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double142,R1164,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double143,R1168,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double144,R1172,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double145,R1176,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double146,R1180,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double147,R1184,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double148,R1188,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double149,R1192,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double150,R1196,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double151,R1200,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double152,R1204,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double153,R1208,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double154,R1212,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double155,R1216,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double156,R1220,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double157,R1224,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double158,R1228,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double159,R1232,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double160,R1236,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double161,R1240,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double162,R1244,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double163,R1248,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double164,R1252,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double165,R1256,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double166,R1260,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double167,R1264,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double168,R1268,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double169,R1272,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double170,R1276,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double171,R1280,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double172,R1284,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double173,R1288,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double174,R1292,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double175,R1296,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double176,R1300,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double177,R1304,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double178,R1308,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double179,R1312,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double180,R1316,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double181,R1320,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double182,R1324,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double183,R1328,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double184,R1332,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double185,R1336,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double186,R1340,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double187,R1344,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double188,R1348,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double189,R1352,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double190,R1356,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double191,R1360,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double192,R1364,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double193,R1368,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double194,R1372,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double195,R1376,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double196,R1380,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double197,R1384,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double198,R1388,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double199,R1392,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double200,R1396,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double201,R1400,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double202,R1404,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double203,R1408,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double204,R1412,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double205,R1416,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double206,R1420,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double207,R1424,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double208,R1428,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double209,R1432,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double210,R1436,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double211,R1440,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double212,R1444,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double213,R1448,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double214,R1452,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double215,R1456,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double216,R1460,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double217,R1464,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double218,R1468,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double219,R1472,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double220,R1476,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double221,R1480,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double222,R1484,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double223,R1488,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double224,R1492,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double225,R1496,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double226,R1500,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double227,R1504,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double228,R1508,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double229,R1512,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double230,R1516,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double231,R1520,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double232,R1524,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double233,R1528,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double234,R1532,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double235,R1536,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double236,R1540,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double237,R1544,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double238,R1548,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double239,R1552,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double240,R1556,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double241,R1560,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double242,R1564,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double243,R1568,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double244,R1572,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double245,R1576,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double246,R1580,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double247,R1584,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double248,R1588,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double249,R1592,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double250,R1596,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double251,R1600,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double252,R1604,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double253,R1608,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double254,R1612,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double255,R1616,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double256,R1620,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double257,R1624,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double258,R1628,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double259,R1632,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double260,R1636,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double261,R1640,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double262,R1644,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double263,R1648,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double264,R1652,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double265,R1656,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double266,R1660,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double267,R1664,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double268,R1668,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double269,R1672,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double270,R1676,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double271,R1680,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double272,R1684,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double273,R1688,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double274,R1692,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double275,R1696,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double276,R1700,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double277,R1704,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double278,R1708,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double279,R1712,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double280,R1716,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double281,R1720,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double282,R1724,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double283,R1728,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double284,R1732,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double285,R1736,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double286,R1740,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double287,R1744,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double288,R1748,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double289,R1752,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double290,R1756,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double291,R1760,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double292,R1764,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double293,R1768,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double294,R1772,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double295,R1776,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double296,R1780,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double297,R1784,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double298,R1788,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double299,R1792,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double300,R1796,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double301,R1800,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double302,R1804,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double303,R1808,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double304,R1812,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double305,R1816,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double306,R1820,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double307,R1824,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double308,R1828,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double309,R1832,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double310,R1836,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double311,R1840,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double312,R1844,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double313,R1848,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double314,R1852,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double315,R1856,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double316,R1860,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double317,R1864,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double318,R1868,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double319,R1872,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double320,R1876,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double321,R1880,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double322,R1884,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double323,R1888,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double324,R1892,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double325,R1896,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double326,R1900,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double327,R1904,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double328,R1908,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double329,R1912,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double330,R1916,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double331,R1920,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double332,R1924,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double333,R1928,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double334,R1932,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double335,R1936,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double336,R1940,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double337,R1944,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double338,R1948,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double339,R1952,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double340,R1956,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double341,R1960,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double342,R1964,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double343,R1968,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double344,R1972,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double345,R1976,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double346,R1980,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double347,R1984,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double348,R1988,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double349,R1992,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double350,R1996,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double351,R2000,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double352,R2004,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double353,R2008,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double354,R2012,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double355,R2016,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double356,R2020,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double357,R2024,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double358,R2028,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double359,R2032,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double360,R2036,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double361,R2040,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double362,R2044,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double363,R2048,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double364,R2052,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double365,R2056,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double366,R2060,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double367,R2064,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double368,R2068,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double369,R2072,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double370,R2076,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double371,R2080,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double372,R2084,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double373,R2088,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double374,R2092,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double375,R2096,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double376,R2100,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double377,R2104,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double378,R2108,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double379,R2112,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double380,R2116,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double381,R2120,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
R 寄存器.Double382,R2124,Double,1,R/W,100,,,,,,,,,,64 位 IEEE 浮点数数组,
